record,task,trial,fold,variant,truth,prediction,right_probability
VisualCogB_Task-1,1,31,1,contrast25,1,1,0.5817428440966991
VisualCogB_Task-1,1,32,1,contrast25,-1,-1,0.4141207348710886
VisualCogB_Task-1,1,33,1,contrast25,-1,1,0.5288471911713618
VisualCogB_Task-1,1,34,1,contrast25,1,-1,0.43050978489711134
VisualCogB_Task-1,1,35,1,contrast25,-1,1,0.6600916303211295
VisualCogB_Task-1,1,37,1,contrast25,-1,1,0.6183338326158663
VisualCogB_Task-1,1,38,1,contrast25,-1,-1,0.41151515118331583
VisualCogB_Task-1,1,39,1,contrast25,1,-1,0.43126826739321134
VisualCogB_Task-1,1,40,1,contrast25,1,1,0.682225661075181
VisualCogA_Task-2,2,21,1,main,1,-1,0.48258865571486137
VisualCogA_Task-2,2,22,1,main,-1,1,0.5297860055270811
VisualCogA_Task-2,2,24,1,main,1,-1,0.4978197895248605
VisualCogA_Task-2,2,25,1,main,-1,1,0.5059380935886136
VisualCogA_Task-2,2,26,1,main,-1,1,0.5000757221819575
VisualCogA_Task-2,2,27,1,main,1,1,0.5449811449208178
VisualCogA_Task-2,2,28,1,main,1,1,0.507161731025861
VisualCogA_Task-2,2,29,1,main,1,1,0.5535565681248145
VisualCogA_Task-2,2,32,1,main,-1,1,0.5078062340709736
VisualCogA_Task-2,2,35,1,main,-1,1,0.503456202861977
VisualCogA_Task-2,2,36,1,main,1,-1,0.4935944160487573
VisualCogA_Task-2,2,37,1,main,1,-1,0.49651141236222074
VisualCogA_Task-2,2,38,1,main,-1,1,0.5082471785796271
VisualCogA_Task-2,2,40,1,main,-1,1,0.5508464935172577
VisualCogB_Task-2,2,21,1,main,1,-1,0.44781378637399405
VisualCogB_Task-2,2,22,1,main,1,-1,0.4712951193647791
VisualCogB_Task-2,2,24,1,main,-1,-1,0.4848941501162243
VisualCogB_Task-2,2,25,1,main,-1,-1,0.4997192705034948
VisualCogB_Task-2,2,26,1,main,1,1,0.6004868704195134
VisualCogB_Task-2,2,27,1,main,-1,-1,0.4482000318630914
VisualCogB_Task-2,2,28,1,main,-1,-1,0.4865494311966043
VisualCogB_Task-2,2,29,1,main,-1,1,0.5227633335867004
VisualCogB_Task-2,2,30,1,main,1,-1,0.48658325994395324
VisualCogB_Task-2,2,31,1,main,1,1,0.501287401443136
VisualCogB_Task-2,2,33,1,main,1,1,0.5160713486714492
VisualCogB_Task-2,2,34,1,main,1,-1,0.4767395460354122
VisualCogB_Task-2,2,35,1,main,-1,-1,0.49670309754334374
VisualCogB_Task-2,2,36,1,main,1,1,0.5229822596653547
VisualCogB_Task-2,2,37,1,main,-1,-1,0.48180656689612905
VisualCogB_Task-2,2,38,1,main,-1,1,0.6049608149725137
VisualCogB_Task-2,2,39,1,main,1,-1,0.47919422369650216
VisualCogB_Task-2,2,40,1,main,1,-1,0.4877722355807208
VisualCogA_Task-2,2,21,1,amplitude4,1,-1,0.48258865571486137
VisualCogA_Task-2,2,22,1,amplitude4,-1,1,0.5297860055270811
VisualCogA_Task-2,2,24,1,amplitude4,1,-1,0.4978197895248605
VisualCogA_Task-2,2,25,1,amplitude4,-1,1,0.5059380935886136
VisualCogA_Task-2,2,26,1,amplitude4,-1,1,0.5000757221819575
VisualCogA_Task-2,2,27,1,amplitude4,1,1,0.5449811449208178
VisualCogA_Task-2,2,28,1,amplitude4,1,1,0.507161731025861
VisualCogA_Task-2,2,29,1,amplitude4,1,1,0.5535565681248145
VisualCogA_Task-2,2,32,1,amplitude4,-1,1,0.5078062340709736
VisualCogA_Task-2,2,35,1,amplitude4,-1,1,0.503456202861977
VisualCogA_Task-2,2,36,1,amplitude4,1,-1,0.4935944160487573
VisualCogA_Task-2,2,37,1,amplitude4,1,-1,0.49651141236222074
VisualCogA_Task-2,2,38,1,amplitude4,-1,1,0.5082471785796271
VisualCogA_Task-2,2,40,1,amplitude4,-1,1,0.5508464935172577
VisualCogB_Task-2,2,21,1,amplitude4,1,-1,0.44781378637399405
VisualCogB_Task-2,2,22,1,amplitude4,1,-1,0.4712951193647791
VisualCogB_Task-2,2,24,1,amplitude4,-1,-1,0.4848941501162243
VisualCogB_Task-2,2,25,1,amplitude4,-1,-1,0.4997192705034948
VisualCogB_Task-2,2,26,1,amplitude4,1,1,0.6004868704195134
VisualCogB_Task-2,2,27,1,amplitude4,-1,-1,0.4482000318630914
VisualCogB_Task-2,2,28,1,amplitude4,-1,-1,0.4865494311966043
VisualCogB_Task-2,2,29,1,amplitude4,-1,1,0.5227633335867004
VisualCogB_Task-2,2,30,1,amplitude4,1,-1,0.48658325994395324
VisualCogB_Task-2,2,31,1,amplitude4,1,1,0.501287401443136
VisualCogB_Task-2,2,33,1,amplitude4,1,1,0.5160713486714492
VisualCogB_Task-2,2,34,1,amplitude4,1,-1,0.4767395460354122
VisualCogB_Task-2,2,35,1,amplitude4,-1,-1,0.49670309754334374
VisualCogB_Task-2,2,36,1,amplitude4,1,1,0.5229822596653547
VisualCogB_Task-2,2,37,1,amplitude4,-1,-1,0.48180656689612905
VisualCogB_Task-2,2,38,1,amplitude4,-1,1,0.6049608149725137
VisualCogB_Task-2,2,39,1,amplitude4,1,-1,0.47919422369650216
VisualCogB_Task-2,2,40,1,amplitude4,1,-1,0.4877722355807208
VisualCogA_Task-2,2,21,1,temporal24,1,-1,0.41793712584446513
VisualCogA_Task-2,2,22,1,temporal24,-1,1,0.643432069159774
VisualCogA_Task-2,2,24,1,temporal24,1,1,0.5092740568208364
VisualCogA_Task-2,2,25,1,temporal24,-1,1,0.5025082041053593
VisualCogA_Task-2,2,26,1,temporal24,-1,-1,0.47732127818459513
VisualCogA_Task-2,2,27,1,temporal24,1,1,0.6482470788856064
VisualCogA_Task-2,2,28,1,temporal24,1,1,0.5063673947912427
VisualCogA_Task-2,2,29,1,temporal24,1,1,0.6727840984143775
VisualCogA_Task-2,2,32,1,temporal24,-1,1,0.5774664728985339
VisualCogA_Task-2,2,35,1,temporal24,-1,1,0.5218120277181248
VisualCogA_Task-2,2,36,1,temporal24,1,-1,0.45735660159941305
VisualCogA_Task-2,2,37,1,temporal24,1,-1,0.3598955838757603
VisualCogA_Task-2,2,38,1,temporal24,-1,1,0.5021300017982406
VisualCogA_Task-2,2,40,1,temporal24,-1,1,0.6754406607426315
VisualCogB_Task-2,2,21,1,temporal24,1,-1,0.3791956250044131
VisualCogB_Task-2,2,22,1,temporal24,1,-1,0.45413511616952035
VisualCogB_Task-2,2,24,1,temporal24,-1,1,0.5198217542183752
VisualCogB_Task-2,2,25,1,temporal24,-1,1,0.5167225289512416
VisualCogB_Task-2,2,26,1,temporal24,1,1,0.8219212770254603
VisualCogB_Task-2,2,27,1,temporal24,-1,-1,0.31829589671449193
VisualCogB_Task-2,2,28,1,temporal24,-1,-1,0.442862855778566
VisualCogB_Task-2,2,29,1,temporal24,-1,1,0.6665558942979962
VisualCogB_Task-2,2,30,1,temporal24,1,-1,0.49672145016132613
VisualCogB_Task-2,2,31,1,temporal24,1,1,0.5660346319149089
VisualCogB_Task-2,2,33,1,temporal24,1,1,0.6103914906947759
VisualCogB_Task-2,2,34,1,temporal24,1,-1,0.45670528098229823
VisualCogB_Task-2,2,35,1,temporal24,-1,1,0.5731994693855109
VisualCogB_Task-2,2,36,1,temporal24,1,1,0.5576715855397428
VisualCogB_Task-2,2,37,1,temporal24,-1,-1,0.4494948307989251
VisualCogB_Task-2,2,38,1,temporal24,-1,1,0.808848170368444
VisualCogB_Task-2,2,39,1,temporal24,1,-1,0.4713155482739394
VisualCogB_Task-2,2,40,1,temporal24,1,-1,0.42363703083676413
VisualCogA_Task-2,2,21,1,contrast25,1,-1,0.46894533673121996
VisualCogA_Task-2,2,22,1,contrast25,-1,1,0.6030149376335184
VisualCogA_Task-2,2,24,1,contrast25,1,-1,0.48275634739475476
VisualCogA_Task-2,2,25,1,contrast25,-1,1,0.5121510295087184
VisualCogA_Task-2,2,26,1,contrast25,-1,-1,0.4901265184357477
VisualCogA_Task-2,2,27,1,contrast25,1,1,0.5888743794869034
VisualCogA_Task-2,2,28,1,contrast25,1,-1,0.4955019134076742
VisualCogA_Task-2,2,29,1,contrast25,1,1,0.621813654545802
VisualCogA_Task-2,2,32,1,contrast25,-1,1,0.5053877931394292
VisualCogA_Task-2,2,35,1,contrast25,-1,-1,0.49695147170993625
VisualCogA_Task-2,2,36,1,contrast25,1,-1,0.46870067856933567
VisualCogA_Task-2,2,37,1,contrast25,1,-1,0.41964350645611165
VisualCogA_Task-2,2,38,1,contrast25,-1,-1,0.4976699148113991
VisualCogA_Task-2,2,40,1,contrast25,-1,1,0.6092602728003039
VisualCogB_Task-2,2,21,1,contrast25,1,-1,0.4361501736138273
VisualCogB_Task-2,2,22,1,contrast25,1,-1,0.47868850947543506
VisualCogB_Task-2,2,24,1,contrast25,-1,1,0.5380102296513867
VisualCogB_Task-2,2,25,1,contrast25,-1,1,0.6023079457859346
VisualCogB_Task-2,2,26,1,contrast25,1,1,0.6773302667469101
VisualCogB_Task-2,2,27,1,contrast25,-1,-1,0.3466021773245879
VisualCogB_Task-2,2,28,1,contrast25,-1,-1,0.47480861478139486
VisualCogB_Task-2,2,29,1,contrast25,-1,1,0.615332593798024
VisualCogB_Task-2,2,30,1,contrast25,1,1,0.5475572497920915
VisualCogB_Task-2,2,31,1,contrast25,1,1,0.5219982117541582
VisualCogB_Task-2,2,33,1,contrast25,1,-1,0.45351531265001416
VisualCogB_Task-2,2,34,1,contrast25,1,1,0.5122364694715947
VisualCogB_Task-2,2,35,1,contrast25,-1,1,0.5536725884271683
VisualCogB_Task-2,2,36,1,contrast25,1,1,0.5528170892946535
VisualCogB_Task-2,2,37,1,contrast25,-1,-1,0.4688627649664598
VisualCogB_Task-2,2,38,1,contrast25,-1,1,0.667965344876049
VisualCogB_Task-2,2,39,1,contrast25,1,1,0.5013743546766615
VisualCogB_Task-2,2,40,1,contrast25,1,-1,0.4929049319351801
VisualCogA_Task-1,1,42,2,main,1,-1,0.3968719865346409
VisualCogA_Task-1,1,43,2,main,-1,-1,0.42852687473659773
VisualCogA_Task-1,1,44,2,main,1,-1,0.4693648167275761
VisualCogA_Task-1,1,45,2,main,-1,-1,0.3637070977412096
VisualCogA_Task-1,1,47,2,main,-1,-1,0.4874478337934393
VisualCogA_Task-1,1,48,2,main,1,-1,0.3712797804415351
VisualCogA_Task-1,1,49,2,main,-1,1,0.608681405310975
VisualCogA_Task-1,1,50,2,main,-1,1,0.6594862311841374
VisualCogA_Task-1,1,51,2,main,1,1,0.5563445569082041
VisualCogA_Task-1,1,52,2,main,1,1,0.5569009186496354
VisualCogA_Task-1,1,54,2,main,-1,1,0.51035198888099
VisualCogA_Task-1,1,55,2,main,1,1,0.5164433590391796
VisualCogA_Task-1,1,56,2,main,-1,1,0.5099107183525781
VisualCogA_Task-1,1,57,2,main,-1,1,0.6156724816873103
VisualCogA_Task-1,1,58,2,main,1,1,0.6174811412123311
VisualCogA_Task-1,1,59,2,main,1,-1,0.3995768711090744
VisualCogA_Task-1,1,60,2,main,-1,1,0.6266081430721039
VisualCogB_Task-1,1,41,2,main,-1,-1,0.4847286891812722
VisualCogB_Task-1,1,42,2,main,1,-1,0.49681335615052075
VisualCogB_Task-1,1,43,2,main,1,-1,0.38327243296082725
VisualCogB_Task-1,1,44,2,main,1,-1,0.47397823964100233
VisualCogB_Task-1,1,45,2,main,1,-1,0.49425275508871497
VisualCogB_Task-1,1,48,2,main,1,-1,0.3616788542579227
VisualCogB_Task-1,1,49,2,main,1,-1,0.49132171642402256
VisualCogB_Task-1,1,50,2,main,-1,1,0.8649452679662385
VisualCogB_Task-1,1,51,2,main,1,-1,0.38235544352825124
VisualCogB_Task-1,1,52,2,main,-1,1,0.5313305854724308
VisualCogB_Task-1,1,53,2,main,1,1,0.5081158809893614
VisualCogB_Task-1,1,55,2,main,1,-1,0.15214824883123815
VisualCogB_Task-1,1,56,2,main,-1,-1,0.4057735092660586
VisualCogB_Task-1,1,57,2,main,1,1,0.5860788266323282
VisualCogB_Task-1,1,58,2,main,1,1,0.8421836886656502
VisualCogB_Task-1,1,59,2,main,1,-1,0.35196223182712777
VisualCogB_Task-1,1,60,2,main,1,1,0.5159226216071029
VisualCogA_Task-1,1,42,2,amplitude4,1,1,0.5153208679059968
VisualCogA_Task-1,1,43,2,amplitude4,-1,1,0.5023034250991331
VisualCogA_Task-1,1,44,2,amplitude4,1,-1,0.48573882154317694
VisualCogA_Task-1,1,45,2,amplitude4,-1,-1,0.47425842793565354
VisualCogA_Task-1,1,47,2,amplitude4,-1,-1,0.4877251557871554
VisualCogA_Task-1,1,48,2,amplitude4,1,1,0.5086042054293941
VisualCogA_Task-1,1,49,2,amplitude4,-1,1,0.5219836783870185
VisualCogA_Task-1,1,50,2,amplitude4,-1,1,0.5522942203524599
VisualCogA_Task-1,1,51,2,amplitude4,1,-1,0.47598822503104393
VisualCogA_Task-1,1,52,2,amplitude4,1,1,0.5892422575622046
VisualCogA_Task-1,1,54,2,amplitude4,-1,-1,0.4291324534172221
VisualCogA_Task-1,1,55,2,amplitude4,1,1,0.5088005618142585
VisualCogA_Task-1,1,56,2,amplitude4,-1,1,0.539738096928757
VisualCogA_Task-1,1,57,2,amplitude4,-1,1,0.5076402372830444
VisualCogA_Task-1,1,58,2,amplitude4,1,1,0.5117889345011786
VisualCogA_Task-1,1,59,2,amplitude4,1,1,0.5087338314848868
VisualCogA_Task-1,1,60,2,amplitude4,-1,-1,0.46822777780565833
VisualCogB_Task-1,1,41,2,amplitude4,-1,-1,0.49311290144678266
VisualCogB_Task-1,1,42,2,amplitude4,1,-1,0.4703386097707403
VisualCogB_Task-1,1,43,2,amplitude4,1,-1,0.44810941381095204
VisualCogB_Task-1,1,44,2,amplitude4,1,-1,0.4881361728989581
VisualCogB_Task-1,1,45,2,amplitude4,1,1,0.5097974614485417
VisualCogB_Task-1,1,48,2,amplitude4,1,-1,0.4092728895557317
VisualCogB_Task-1,1,49,2,amplitude4,1,1,0.52079037573452
VisualCogB_Task-1,1,50,2,amplitude4,-1,1,0.6961364523152717
VisualCogB_Task-1,1,51,2,amplitude4,1,-1,0.4482679352655349
VisualCogB_Task-1,1,52,2,amplitude4,-1,-1,0.4884759023635666
VisualCogB_Task-1,1,53,2,amplitude4,1,1,0.5116552277064571
VisualCogB_Task-1,1,55,2,amplitude4,1,-1,0.46411303762293593
VisualCogB_Task-1,1,56,2,amplitude4,-1,-1,0.4636161125020423
VisualCogB_Task-1,1,57,2,amplitude4,1,1,0.5388724184876051
VisualCogB_Task-1,1,58,2,amplitude4,1,-1,0.499019562269613
VisualCogB_Task-1,1,59,2,amplitude4,1,-1,0.4535246065211291
VisualCogB_Task-1,1,60,2,amplitude4,1,1,0.506386318247718
VisualCogA_Task-1,1,42,2,temporal24,1,-1,0.3968719865346409
VisualCogA_Task-1,1,43,2,temporal24,-1,-1,0.42852687473659773
VisualCogA_Task-1,1,44,2,temporal24,1,-1,0.4693648167275761
VisualCogA_Task-1,1,45,2,temporal24,-1,-1,0.3637070977412096
VisualCogA_Task-1,1,47,2,temporal24,-1,-1,0.4874478337934393
VisualCogA_Task-1,1,48,2,temporal24,1,-1,0.3712797804415351
VisualCogA_Task-1,1,49,2,temporal24,-1,1,0.608681405310975
VisualCogA_Task-1,1,50,2,temporal24,-1,1,0.6594862311841374
VisualCogA_Task-1,1,51,2,temporal24,1,1,0.5563445569082041
VisualCogA_Task-1,1,52,2,temporal24,1,1,0.5569009186496354
VisualCogA_Task-1,1,54,2,temporal24,-1,1,0.51035198888099
VisualCogA_Task-1,1,55,2,temporal24,1,1,0.5164433590391796
VisualCogA_Task-1,1,56,2,temporal24,-1,1,0.5099107183525781
VisualCogA_Task-1,1,57,2,temporal24,-1,1,0.6156724816873103
VisualCogA_Task-1,1,58,2,temporal24,1,1,0.6174811412123311
VisualCogA_Task-1,1,59,2,temporal24,1,-1,0.3995768711090744
VisualCogA_Task-1,1,60,2,temporal24,-1,1,0.6266081430721039
VisualCogB_Task-1,1,41,2,temporal24,-1,-1,0.4847286891812722
VisualCogB_Task-1,1,42,2,temporal24,1,-1,0.49681335615052075
VisualCogB_Task-1,1,43,2,temporal24,1,-1,0.38327243296082725
VisualCogB_Task-1,1,44,2,temporal24,1,-1,0.47397823964100233
VisualCogB_Task-1,1,45,2,temporal24,1,-1,0.49425275508871497
VisualCogB_Task-1,1,48,2,temporal24,1,-1,0.3616788542579227
VisualCogB_Task-1,1,49,2,temporal24,1,-1,0.49132171642402256
VisualCogB_Task-1,1,50,2,temporal24,-1,1,0.8649452679662385
VisualCogB_Task-1,1,51,2,temporal24,1,-1,0.38235544352825124
VisualCogB_Task-1,1,52,2,temporal24,-1,1,0.5313305854724308
VisualCogB_Task-1,1,53,2,temporal24,1,1,0.5081158809893614
VisualCogB_Task-1,1,55,2,temporal24,1,-1,0.15214824883123815
VisualCogB_Task-1,1,56,2,temporal24,-1,-1,0.4057735092660586
VisualCogB_Task-1,1,57,2,temporal24,1,1,0.5860788266323282
VisualCogB_Task-1,1,58,2,temporal24,1,1,0.8421836886656502
VisualCogB_Task-1,1,59,2,temporal24,1,-1,0.35196223182712777
VisualCogB_Task-1,1,60,2,temporal24,1,1,0.5159226216071029
VisualCogA_Task-1,1,42,2,contrast25,1,1,0.6113421785791812
VisualCogA_Task-1,1,43,2,contrast25,-1,-1,0.4531819823541838
VisualCogA_Task-1,1,44,2,contrast25,1,-1,0.4950434378019329
VisualCogA_Task-1,1,45,2,contrast25,-1,-1,0.302073722529945
VisualCogA_Task-1,1,47,2,contrast25,-1,-1,0.49798024500240184
VisualCogA_Task-1,1,48,2,contrast25,1,-1,0.4431089179683445
VisualCogA_Task-1,1,49,2,contrast25,-1,1,0.6379396011730457
VisualCogA_Task-1,1,50,2,contrast25,-1,1,0.6123177417830012
VisualCogA_Task-1,1,51,2,contrast25,1,1,0.5938679366602203
VisualCogA_Task-1,1,52,2,contrast25,1,1,0.9569397637861343
VisualCogA_Task-1,1,54,2,contrast25,-1,1,0.5128102859780761
VisualCogA_Task-1,1,55,2,contrast25,1,1,0.6489960807047007
VisualCogA_Task-1,1,56,2,contrast25,-1,1,0.6335825606230197
VisualCogA_Task-1,1,57,2,contrast25,-1,1,0.5101341051210824
VisualCogA_Task-1,1,58,2,contrast25,1,1,0.55628246095932
VisualCogA_Task-1,1,59,2,contrast25,1,-1,0.49358077268225814
VisualCogA_Task-1,1,60,2,contrast25,-1,-1,0.43797748082403987
VisualCogB_Task-1,1,41,2,contrast25,-1,-1,0.4871622690501781
VisualCogB_Task-1,1,42,2,contrast25,1,-1,0.48539950435719226
VisualCogB_Task-1,1,43,2,contrast25,1,-1,0.419346691854107
VisualCogB_Task-1,1,44,2,contrast25,1,-1,0.49441915648470475
VisualCogB_Task-1,1,45,2,contrast25,1,1,0.5373328542435568
VisualCogB_Task-1,1,48,2,contrast25,1,-1,0.4402892833636796
VisualCogB_Task-1,1,49,2,contrast25,1,-1,0.47269583103586593
VisualCogB_Task-1,1,50,2,contrast25,-1,1,0.7390811036676871
VisualCogB_Task-1,1,51,2,contrast25,1,-1,0.4566862282018311
VisualCogB_Task-1,1,52,2,contrast25,-1,1,0.571023732709208
VisualCogB_Task-1,1,53,2,contrast25,1,1,0.5190484747383607
VisualCogB_Task-1,1,55,2,contrast25,1,-1,0.1342819074726436
VisualCogB_Task-1,1,56,2,contrast25,-1,-1,0.39668305581536606
VisualCogB_Task-1,1,57,2,contrast25,1,1,0.5651536238274513
VisualCogB_Task-1,1,58,2,contrast25,1,1,0.8541914108397415
VisualCogB_Task-1,1,59,2,contrast25,1,-1,0.45730393114798235
VisualCogB_Task-1,1,60,2,contrast25,1,1,0.5183634605243027
VisualCogA_Task-2,2,42,2,main,-1,-1,0.49990762764961993
VisualCogA_Task-2,2,44,2,main,-1,-1,0.4904482591727679
VisualCogA_Task-2,2,46,2,main,-1,1,0.517649517822655
VisualCogA_Task-2,2,47,2,main,-1,1,0.5121027867249023
VisualCogA_Task-2,2,48,2,main,-1,-1,0.486372187313671
VisualCogA_Task-2,2,49,2,main,1,1,0.5254231011296264
VisualCogA_Task-2,2,50,2,main,1,-1,0.4752598271850138
VisualCogA_Task-2,2,51,2,main,-1,1,0.5675155830889488
VisualCogA_Task-2,2,52,2,main,1,-1,0.4816787186756729
VisualCogA_Task-2,2,53,2,main,1,1,0.5013491461321388
VisualCogA_Task-2,2,54,2,main,-1,1,0.5342250638941194
VisualCogA_Task-2,2,55,2,main,-1,1,0.5278234983563649
VisualCogA_Task-2,2,56,2,main,1,1,0.5433844410448996
VisualCogA_Task-2,2,57,2,main,1,-1,0.48941403592299637
VisualCogA_Task-2,2,58,2,main,1,1,0.50519942039941
VisualCogA_Task-2,2,59,2,main,1,-1,0.4985965334352356
VisualCogA_Task-2,2,60,2,main,1,1,0.5443265417340416
VisualCogB_Task-2,2,41,2,main,1,1,0.562305150668055
VisualCogB_Task-2,2,44,2,main,1,-1,0.49150838712574313
VisualCogB_Task-2,2,45,2,main,-1,1,0.5434905361509105
VisualCogB_Task-2,2,46,2,main,-1,-1,0.49564667091990955
VisualCogB_Task-2,2,47,2,main,1,-1,0.4886617693522133
VisualCogB_Task-2,2,48,2,main,-1,-1,0.4824343203545612
VisualCogB_Task-2,2,52,2,main,-1,-1,0.4933880011070628
VisualCogB_Task-2,2,53,2,main,1,-1,0.4788677719156955
VisualCogB_Task-2,2,55,2,main,1,-1,0.46652875047260295
VisualCogB_Task-2,2,58,2,main,-1,-1,0.48141930690655954
VisualCogB_Task-2,2,59,2,main,-1,-1,0.49682404686629483
VisualCogB_Task-2,2,60,2,main,-1,-1,0.471630065084401
VisualCogA_Task-2,2,42,2,amplitude4,-1,-1,0.49990762764961993
VisualCogA_Task-2,2,44,2,amplitude4,-1,-1,0.4904482591727679
VisualCogA_Task-2,2,46,2,amplitude4,-1,1,0.517649517822655
VisualCogA_Task-2,2,47,2,amplitude4,-1,1,0.5121027867249023
VisualCogA_Task-2,2,48,2,amplitude4,-1,-1,0.486372187313671
VisualCogA_Task-2,2,49,2,amplitude4,1,1,0.5254231011296264
VisualCogA_Task-2,2,50,2,amplitude4,1,-1,0.4752598271850138
VisualCogA_Task-2,2,51,2,amplitude4,-1,1,0.5675155830889488
VisualCogA_Task-2,2,52,2,amplitude4,1,-1,0.4816787186756729
VisualCogA_Task-2,2,53,2,amplitude4,1,1,0.5013491461321388
VisualCogA_Task-2,2,54,2,amplitude4,-1,1,0.5342250638941194
VisualCogA_Task-2,2,55,2,amplitude4,-1,1,0.5278234983563649
VisualCogA_Task-2,2,56,2,amplitude4,1,1,0.5433844410448996
VisualCogA_Task-2,2,57,2,amplitude4,1,-1,0.48941403592299637
VisualCogA_Task-2,2,58,2,amplitude4,1,1,0.50519942039941
VisualCogA_Task-2,2,59,2,amplitude4,1,-1,0.4985965334352356
VisualCogA_Task-2,2,60,2,amplitude4,1,1,0.5443265417340416
VisualCogB_Task-2,2,41,2,amplitude4,1,1,0.562305150668055
VisualCogB_Task-2,2,44,2,amplitude4,1,-1,0.49150838712574313
VisualCogB_Task-2,2,45,2,amplitude4,-1,1,0.5434905361509105
VisualCogB_Task-2,2,46,2,amplitude4,-1,-1,0.49564667091990955
VisualCogB_Task-2,2,47,2,amplitude4,1,-1,0.4886617693522133
VisualCogB_Task-2,2,48,2,amplitude4,-1,-1,0.4824343203545612
VisualCogB_Task-2,2,52,2,amplitude4,-1,-1,0.4933880011070628
VisualCogB_Task-2,2,53,2,amplitude4,1,-1,0.4788677719156955
VisualCogB_Task-2,2,55,2,amplitude4,1,-1,0.46652875047260295
VisualCogB_Task-2,2,58,2,amplitude4,-1,-1,0.48141930690655954
VisualCogB_Task-2,2,59,2,amplitude4,-1,-1,0.49682404686629483
VisualCogB_Task-2,2,60,2,amplitude4,-1,-1,0.471630065084401
VisualCogA_Task-2,2,42,2,temporal24,-1,-1,0.4800969867002472
VisualCogA_Task-2,2,44,2,temporal24,-1,-1,0.4839967890787177
VisualCogA_Task-2,2,46,2,temporal24,-1,1,0.524127483915427
VisualCogA_Task-2,2,47,2,temporal24,-1,1,0.5204281207385785
VisualCogA_Task-2,2,48,2,temporal24,-1,-1,0.4465123418874474
VisualCogA_Task-2,2,49,2,temporal24,1,1,0.5713019437526511
VisualCogA_Task-2,2,50,2,temporal24,1,-1,0.4550117849094781
VisualCogA_Task-2,2,51,2,temporal24,-1,1,0.6670161721279033
VisualCogA_Task-2,2,52,2,temporal24,1,-1,0.465854525995251
VisualCogA_Task-2,2,53,2,temporal24,1,-1,0.4936832652799613
VisualCogA_Task-2,2,54,2,temporal24,-1,1,0.5804646094834383
VisualCogA_Task-2,2,55,2,temporal24,-1,1,0.5911910345211632
VisualCogA_Task-2,2,56,2,temporal24,1,1,0.5548147607102663
VisualCogA_Task-2,2,57,2,temporal24,1,-1,0.47399175401186805
VisualCogA_Task-2,2,58,2,temporal24,1,1,0.5116564132046035
VisualCogA_Task-2,2,59,2,temporal24,1,-1,0.48780024646111103
VisualCogA_Task-2,2,60,2,temporal24,1,1,0.5631352472847192
VisualCogB_Task-2,2,41,2,temporal24,1,1,0.6329265001593507
VisualCogB_Task-2,2,44,2,temporal24,1,-1,0.48945961930348136
VisualCogB_Task-2,2,45,2,temporal24,-1,1,0.62738759451778
VisualCogB_Task-2,2,46,2,temporal24,-1,-1,0.49567094593641337
VisualCogB_Task-2,2,47,2,temporal24,1,-1,0.49315760693080213
VisualCogB_Task-2,2,48,2,temporal24,-1,-1,0.4597456813438027
VisualCogB_Task-2,2,52,2,temporal24,-1,-1,0.4936255037542395
VisualCogB_Task-2,2,53,2,temporal24,1,-1,0.46781259361379696
VisualCogB_Task-2,2,55,2,temporal24,1,-1,0.4852598829345425
VisualCogB_Task-2,2,58,2,temporal24,-1,-1,0.48256075528936887
VisualCogB_Task-2,2,59,2,temporal24,-1,1,0.5029530002467023
VisualCogB_Task-2,2,60,2,temporal24,-1,-1,0.4530386152252759
VisualCogA_Task-2,2,42,2,contrast25,-1,-1,0.48926428129420224
VisualCogA_Task-2,2,44,2,contrast25,-1,-1,0.4854847709006365
VisualCogA_Task-2,2,46,2,contrast25,-1,1,0.5295241609029065
VisualCogA_Task-2,2,47,2,contrast25,-1,1,0.5202443784208244
VisualCogA_Task-2,2,48,2,contrast25,-1,-1,0.4451009565828792
VisualCogA_Task-2,2,49,2,contrast25,1,1,0.5735844754711698
VisualCogA_Task-2,2,50,2,contrast25,1,-1,0.4528126293035629
VisualCogA_Task-2,2,51,2,contrast25,-1,1,0.6886685075107758
VisualCogA_Task-2,2,52,2,contrast25,1,-1,0.4469607684210839
VisualCogA_Task-2,2,53,2,contrast25,1,-1,0.4982880998784733
VisualCogA_Task-2,2,54,2,contrast25,-1,1,0.5822392422220275
VisualCogA_Task-2,2,55,2,contrast25,-1,1,0.6040592310119112
VisualCogA_Task-2,2,56,2,contrast25,1,1,0.5729066240912573
VisualCogA_Task-2,2,57,2,contrast25,1,1,0.5001080559809297
VisualCogA_Task-2,2,58,2,contrast25,1,1,0.5106493394103105
VisualCogA_Task-2,2,59,2,contrast25,1,-1,0.48877704721640647
VisualCogA_Task-2,2,60,2,contrast25,1,1,0.5862170272521615
VisualCogB_Task-2,2,41,2,contrast25,1,1,0.6231430942375965
VisualCogB_Task-2,2,44,2,contrast25,1,-1,0.4897918090032715
VisualCogB_Task-2,2,45,2,contrast25,-1,1,0.6180021167796873
VisualCogB_Task-2,2,46,2,contrast25,-1,-1,0.49206541860004854
VisualCogB_Task-2,2,47,2,contrast25,1,-1,0.49328696410578043
VisualCogB_Task-2,2,48,2,contrast25,-1,-1,0.45729778351987027
VisualCogB_Task-2,2,52,2,contrast25,-1,-1,0.4918074419502543
